customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_total_score,rfm_segment
C112756,166,2,44460.6725,2,3,3,8,At Risk
C112757,17,2,43048.01,5,3,3,11,Loyal Customers
C112758,167,6,198947.896,2,5,5,12,Cannot Lose Them
C112759,586,1,3022.9,1,2,1,4,Lost
C112760,11,1,9634.3845,5,2,1,8,New Customers
C112761,1,4,51656.222,5,4,3,12,Loyal Customers
C112762,33,2,89805.94499999999,4,3,4,11,Loyal Customers
C112764,91,1,29834.728000000003,3,2,2,7,Hibernating
C112767,107,7,170083.0055,3,5,5,13,Loyal Customers
C112769,331,2,62368.871,1,3,3,7,At Risk
C112770,168,1,26634.3505,2,2,2,6,Lost
C112771,264,6,126721.8855,2,5,5,12,Cannot Lose Them
C112772,36,2,19551.494000000002,4,3,2,9,Loyal Customers
C112773,46,2,44210.7,4,3,3,10,Loyal Customers
C112774,68,4,113260.98,3,4,5,12,Loyal Customers
C112776,377,1,11617.893,1,2,1,4,Lost
C112777,25,5,110359.546,4,5,5,14,Champions
C112779,204,3,44754.4,2,4,3,9,At Risk
C112780,314,4,85806.26449999999,1,4,4,9,Cannot Lose Them
C112781,19,8,111576.149,5,5,5,15,Champions
C112782,347,1,45240.435,1,2,3,6,Hibernating
C112783,92,5,131523.964,3,5,5,13,Loyal Customers
C112784,651,2,30409.551,1,3,2,6,At Risk
C112785,115,2,18454.668499999996,3,3,2,8,Loyal Customers
C112786,74,1,35305.58,3,2,2,7,Hibernating
C112787,15,8,158682.4925,5,5,5,15,Champions
C112788,35,5,84488.923,4,5,4,13,Champions
C112789,183,2,20221.9815,2,3,2,7,At Risk
C112790,3,3,30696.989999999998,5,4,2,11,Loyal Customers
C112791,86,2,32500.431,3,3,2,8,Loyal Customers
C112792,280,1,16938.68,2,2,1,5,Lost
C112793,314,2,39562.646,1,3,3,7,At Risk
C112795,0,5,178816.943,5,5,5,15,Champions
C112796,179,2,14796.813999999998,2,3,1,6,At Risk
C112798,200,2,9942.099999999999,2,3,1,6,At Risk
C112799,29,3,18700.1985,4,4,2,10,Loyal Customers
C112800,0,3,110754.68599999999,5,4,5,14,Champions
C112801,5,2,21757.824,5,3,2,10,Loyal Customers
C112802,99,2,105605.4455,3,3,4,10,Loyal Customers
C112804,16,4,127765.17199999999,5,4,5,14,Champions
C112805,3,4,74491.389,5,4,4,13,Champions
C112806,388,1,35607.186,1,2,2,5,Lost
C112807,46,8,81206.448,4,5,4,13,Champions
C112808,120,5,88343.7615,3,5,4,12,Loyal Customers
C112810,18,2,23749.712,5,3,2,10,Loyal Customers
C112811,79,2,31253.28,3,3,2,8,Loyal Customers
C112812,85,12,324288.4975,3,5,5,13,Loyal Customers
C112813,489,1,32097.38,1,2,2,5,Lost
C112814,1,3,60252.213500000005,5,4,3,12,Loyal Customers
C112815,-1,11,264014.3075,5,5,5,15,Champions
C112817,202,4,121202.45499999999,2,4,5,11,Cannot Lose Them
C112818,29,2,26431.493499999997,4,3,2,9,Loyal Customers
C112819,910,1,18223.24,1,2,2,5,Lost
C112821,70,7,97753.196,3,5,4,12,Loyal Customers
C112823,226,1,10493.960000000001,2,2,1,5,Lost
C112824,363,4,111773.11400000002,1,4,5,10,Cannot Lose Them
C112826,97,1,38213.75,3,2,3,8,Potential Loyalists
C112827,17,6,151554.723,5,5,5,15,Champions
C112828,27,1,29063.322,4,2,2,8,New Customers
C112829,0,2,63678.456000000006,5,3,4,12,Loyal Customers
C112832,132,3,28385.412,3,4,2,9,Loyal Customers
C112834,148,1,17175.19,2,2,1,5,Lost
C112836,79,3,23898.7715,3,4,2,9,Loyal Customers
C112837,-1,2,51310.576,5,3,3,11,Loyal Customers
C112840,731,1,9588.36,1,2,1,4,Lost
C112841,204,6,210793.9615,2,5,5,12,Cannot Lose Them
C112843,233,3,72942.85,2,4,4,10,Cannot Lose Them
C112844,498,1,4222.683,1,2,1,4,Lost
C112845,41,14,281944.229,4,5,5,14,Champions
C112846,287,2,26802.7325,2,3,2,7,At Risk
C112849,10,11,151613.657,5,5,5,15,Champions
C112850,44,1,12448.305999999999,4,2,1,7,New Customers
C112851,271,1,15644.75,2,2,1,5,Lost
C112855,489,3,62635.492,1,4,3,8,At Risk
C112856,157,2,75587.965,2,3,4,9,At Risk
C112857,11,4,66231.889,5,4,4,13,Champions
C112858,53,6,223820.688,4,5,5,14,Champions
C112859,650,1,48461.46,1,2,3,6,Hibernating
C112860,364,4,48284.0405,1,4,3,8,At Risk
C112861,339,1,11524.336,1,2,1,4,Lost
C112862,3,1,24277.78,5,2,2,9,New Customers
C112863,356,3,36066.498999999996,1,4,2,7,At Risk
C112866,167,4,67990.0165,2,4,4,10,Cannot Lose Them
C112868,150,4,34241.169,2,4,2,8,At Risk
C112870,19,5,103292.131,5,5,4,14,Champions
C112871,0,5,95177.818,5,5,4,14,Champions
C112872,4,6,121603.224,5,5,5,15,Champions
C112873,-1,5,124870.44200000001,5,5,5,15,Champions
C112874,23,11,224811.9515,4,5,5,14,Champions
C112875,9,1,71144.784,5,2,4,11,New Customers
C112876,110,7,164758.7875,3,5,5,13,Loyal Customers
C112877,70,2,5417.63,3,3,1,7,Loyal Customers
C112878,271,5,136078.9175,2,5,5,12,Cannot Lose Them
C112880,16,4,71154.139,5,4,4,13,Champions
C112881,0,6,88883.9115,5,5,4,14,Champions
C112882,19,1,4863.4205,5,2,1,8,New Customers
C112883,156,1,11271.5185,2,2,1,5,Lost
C112884,178,1,13435.966999999999,2,2,1,5,Lost
C112885,2,6,100598.765,5,5,4,14,Champions
C112886,570,2,154917.062,1,3,5,9,At Risk
C112887,68,3,119083.45999999999,3,4,5,12,Loyal Customers
C112889,17,6,138799.4545,5,5,5,15,Champions
C112890,142,2,32430.016499999998,2,3,2,7,At Risk
C112891,13,2,52698.604,5,3,3,11,Loyal Customers
C112892,18,4,60197.17049999999,5,4,3,12,Loyal Customers
C112893,4,3,84210.175,5,4,4,13,Champions
C112895,291,3,90620.426,1,4,4,9,Cannot Lose Them
C112896,45,3,67084.254,4,4,4,12,Champions
C112899,175,3,118383.45,2,4,5,11,Cannot Lose Them
C112900,30,9,151591.8415,4,5,5,14,Champions
C112901,373,2,24115.213,1,3,2,6,At Risk
C112902,6,1,28419.078499999996,5,2,2,9,New Customers
C112903,230,2,48611.691,2,3,3,8,At Risk
C112905,28,4,101687.66249999999,4,4,4,12,Champions
C112906,93,3,17627.483,3,4,1,8,Loyal Customers
C112907,746,1,14180.1675,1,2,1,4,Lost
C112908,237,4,90133.39850000001,2,4,4,10,Cannot Lose Them
C112911,48,2,31972.682500000003,4,3,2,9,Loyal Customers
C112912,63,1,11786.07,3,2,1,6,Hibernating
C112913,50,2,32037.451,4,3,2,9,Loyal Customers
C112915,394,1,24628.95,1,2,2,5,Lost
C112916,10,3,49826.212999999996,5,4,3,12,Loyal Customers
C112918,123,1,17332.85,3,2,1,6,Hibernating
C112919,71,1,49542.46400000001,3,2,3,8,Potential Loyalists
C112920,7,9,255320.37900000002,5,5,5,15,Champions
C112921,14,5,72733.2975,5,5,4,14,Champions
C112922,59,2,77908.246,4,3,4,11,Loyal Customers
C112923,297,1,18272.187,1,2,2,5,Lost
C112924,717,3,67970.92,1,4,4,9,Cannot Lose Them
C112925,59,4,81414.4475,4,4,4,12,Champions
C112926,28,4,105751.215,4,4,4,12,Champions
C112927,300,1,10865.52,1,2,1,4,Lost
C112928,9,1,14666.036,5,2,1,8,New Customers
C112929,101,2,49394.52799999999,3,3,3,9,Loyal Customers
C112930,128,5,86621.1275,3,5,4,12,Loyal Customers
C112931,4,4,89525.99399999999,5,4,4,13,Champions
C112932,78,2,34862.9785,3,3,2,8,Loyal Customers
C112933,40,6,183128.4765,4,5,5,14,Champions
C112934,43,2,56437.498,4,3,3,10,Loyal Customers
C112935,105,6,62972.3495,3,5,3,11,Loyal Customers
C112936,1,1,1006.1195,5,2,1,8,New Customers
C112937,7,3,22110.917999999998,5,4,2,11,Loyal Customers
C112938,172,1,22557.69,2,2,2,6,Lost
C112939,4,14,332008.9975,5,5,5,15,Champions
C112940,36,2,86128.6835,4,3,4,11,Loyal Customers
C112941,44,9,232104.7105,4,5,5,14,Champions
C112945,213,3,44486.05,2,4,3,9,At Risk
C112946,29,4,70424.527,4,4,4,12,Champions
C112947,63,1,6430.27,3,2,1,6,Hibernating
C112948,258,2,36627.6755,2,3,2,7,At Risk
C112949,40,5,81370.691,4,5,4,13,Champions
C112950,315,4,109630.0285,1,4,5,10,Cannot Lose Them
C112952,36,6,122220.60699999999,4,5,5,14,Champions
C112953,224,4,95368.315,2,4,4,10,Cannot Lose Them
C112955,25,4,127560.4195,4,4,5,13,Champions
C112956,119,1,8122.04,3,2,1,6,Hibernating
C112957,51,2,6202.47,4,3,1,8,Loyal Customers
C112958,14,2,18252.83,5,3,2,10,Loyal Customers
C112959,33,5,97837.154,4,5,4,13,Champions
C112960,7,9,261680.498,5,5,5,15,Champions
C112963,56,2,13964.492,4,3,1,8,Loyal Customers
C112964,151,2,64500.468,2,3,4,9,At Risk
C112965,46,2,41034.72,4,3,3,10,Loyal Customers
C112966,38,3,62184.6235,4,4,3,11,Loyal Customers
C112967,92,1,32132.26,3,2,2,7,Hibernating
C112968,104,1,22370.444499999998,3,2,2,7,Hibernating
C112970,328,3,45232.678,1,4,3,8,At Risk
C112972,55,2,10721.327,4,3,1,8,Loyal Customers
C112974,275,4,45399.63250000001,2,4,3,9,At Risk
C112975,329,1,1504.008,1,2,1,4,Lost
C112977,6,1,18184.92,5,2,2,9,New Customers
C112978,172,6,81445.5265,2,5,4,11,Cannot Lose Them
C112979,92,1,13445.658000000001,3,2,1,6,Hibernating
C112980,55,1,48493.229999999996,4,2,3,9,New Customers
C112982,110,5,121329.5225,3,5,5,13,Loyal Customers
C112983,3,2,55518.59449999999,5,3,3,11,Loyal Customers
C112984,53,4,93377.412,4,4,4,12,Champions
C112985,146,1,9663.97,2,2,1,5,Lost
C112987,49,3,44312.557,4,4,3,11,Loyal Customers
C112988,132,1,15107.483499999998,3,2,1,6,Hibernating
C112990,519,1,12791.61,1,2,1,4,Lost
C112992,2,2,15638.283,5,3,1,9,Loyal Customers
C112995,114,2,17285.626,3,3,1,7,Loyal Customers
C112996,26,1,41500.7,4,2,3,9,New Customers
C112997,630,3,29847.912,1,4,2,7,At Risk
C112998,12,5,92511.215,5,5,4,14,Champions
C112999,85,1,20558.100000000002,3,2,2,7,Hibernating
C113002,29,17,348363.568,4,5,5,14,Champions
C113003,60,2,45818.829,4,3,3,10,Loyal Customers
C113004,480,2,46161.451499999996,1,3,3,7,At Risk
C113005,1,5,107552.5135,5,5,5,15,Champions
C113006,45,1,15516.9795,4,2,1,7,New Customers
C113007,756,1,8262.57,1,2,1,4,Lost
C113010,266,1,1798.426,2,2,1,5,Lost
C113011,43,7,141396.556,4,5,5,14,Champions
C113012,73,2,29492.61,3,3,2,8,Loyal Customers
C113016,84,7,152178.99300000002,3,5,5,13,Loyal Customers
C113018,101,6,85474.6055,3,5,4,12,Loyal Customers
C113019,162,5,87738.112,2,5,4,11,Cannot Lose Them
C113020,110,3,65909.21,3,4,4,11,Loyal Customers
C113021,393,1,21301.592,1,2,2,5,Lost
C113025,14,2,61569.871999999996,5,3,3,11,Loyal Customers
C113027,61,11,247390.9155,4,5,5,14,Champions
C113028,35,1,7655.04,4,2,1,7,New Customers
C113029,300,1,45084.47,1,2,3,6,Hibernating
C113030,182,5,194091.919,2,5,5,12,Cannot Lose Them
C113031,30,1,14395.89,4,2,1,7,New Customers
C113032,182,2,21666.5435,2,3,2,7,At Risk
C113035,360,1,4669.1645,1,2,1,4,Lost
C113036,195,1,11518.11,2,2,1,5,Lost
C113037,222,2,11423.9355,2,3,1,6,At Risk
C113038,126,1,12857.82,3,2,1,6,Hibernating
C113039,254,4,81139.359,2,4,4,10,Cannot Lose Them
C113040,35,3,38595.9795,4,4,3,11,Loyal Customers
C113041,184,1,25313.96,2,2,2,6,Lost
C113043,26,7,133787.121,4,5,5,14,Champions
C113044,16,3,45389.4155,5,4,3,12,Loyal Customers
C113045,6,2,28584.268,5,3,2,10,Loyal Customers
C113046,89,9,267191.713,3,5,5,13,Loyal Customers
C113047,186,2,28535.5,2,3,2,7,At Risk
C113049,138,5,117451.394,3,5,5,13,Loyal Customers
C113050,467,2,28043.917999999998,1,3,2,6,At Risk
C113051,11,12,210206.003,5,5,5,15,Champions
C113054,92,3,76311.4645,3,4,4,11,Loyal Customers
C113055,314,1,20338.22,1,2,2,5,Lost
C113057,15,2,42247.098,5,3,3,11,Loyal Customers
C113058,12,1,63924.873,5,2,4,11,New Customers
C113059,16,4,44809.458,5,4,3,12,Loyal Customers
C113060,33,3,45753.455,4,4,3,11,Loyal Customers
C113061,9,5,72449.241,5,5,4,14,Champions
C113063,76,3,85539.806,3,4,4,11,Loyal Customers
C113064,166,1,47729.761,2,2,3,7,Hibernating
C113065,184,2,43386.4915,2,3,3,8,At Risk
C113066,26,3,99829.594,4,4,4,12,Champions
C113070,186,1,19146.49,2,2,2,6,Lost
C113071,134,5,90591.57949999999,3,5,4,12,Loyal Customers
C113072,21,1,14236.2915,4,2,1,7,New Customers
C113073,126,2,21460.0925,3,3,2,8,Loyal Customers
C113074,2,8,262173.3955,5,5,5,15,Champions
C113075,5,3,44764.804000000004,5,4,3,12,Loyal Customers
C113076,9,7,165257.2415,5,5,5,15,Champions
C113077,93,5,82228.2575,3,5,4,12,Loyal Customers
C113079,22,16,355098.2335,4,5,5,14,Champions
C113081,88,15,321010.4275,3,5,5,13,Loyal Customers
C113082,97,4,150446.34,3,4,5,12,Loyal Customers
C113083,36,3,44595.54,4,4,3,11,Loyal Customers
C113084,27,5,96989.3725,4,5,4,13,Champions
C113085,102,8,243745.5745,3,5,5,13,Loyal Customers
C113087,556,1,10940.616,1,2,1,4,Lost
C113088,367,1,6060.384,1,2,1,4,Lost
C113089,189,3,105931.291,2,4,4,10,Cannot Lose Them
C113091,24,5,67080.22,4,5,4,13,Champions
C113092,71,2,103586.73500000002,3,3,4,10,Loyal Customers
C113093,359,1,12742.68,1,2,1,4,Lost
C113094,112,1,7862.23,3,2,1,6,Hibernating
C113095,325,3,90156.52249999999,1,4,4,9,Cannot Lose Them
C113096,78,3,63645.441,3,4,4,11,Loyal Customers
C113097,240,1,3581.05,2,2,1,5,Lost
C113098,16,13,377134.653,5,5,5,15,Champions
C113099,118,6,131477.1225,3,5,5,13,Loyal Customers
C113100,219,5,127418.98300000001,2,5,5,12,Cannot Lose Them
C113101,53,4,127473.7555,4,4,5,13,Champions
C113102,105,1,12971.54,3,2,1,6,Hibernating
C113103,34,1,34075.31,4,2,2,8,New Customers
C113104,189,1,29183.949,2,2,2,6,Lost
C113105,44,3,66166.3665,4,4,4,12,Champions
C113106,22,8,120006.1145,4,5,5,14,Champions
C113107,103,3,40104.839,3,4,3,10,Loyal Customers
C113108,220,4,85857.698,2,4,4,10,Cannot Lose Them
C113109,308,1,14830.524000000001,1,2,1,4,Lost
C113111,144,1,30743.49,2,2,2,6,Lost
C113112,36,1,37011.45849999999,4,2,2,8,New Customers
C113114,40,2,23670.153000000002,4,3,2,9,Loyal Customers
C113115,48,2,41261.8355,4,3,3,10,Loyal Customers
C113116,40,5,119402.18950000001,4,5,5,14,Champions
C113117,325,2,23094.423000000003,1,3,2,6,At Risk
C113118,-1,6,111501.152,5,5,5,15,Champions
C113119,140,1,8121.17,2,2,1,5,Lost
C113120,382,1,23464.4395,1,2,2,5,Lost
C113121,151,3,42483.569,2,4,3,9,At Risk
C113122,59,2,4174.891,4,3,1,8,Loyal Customers
C113123,173,1,34700.994999999995,2,2,2,6,Lost
C113125,69,8,108023.8145,3,5,5,13,Loyal Customers
C113126,31,2,25458.0635,4,3,2,9,Loyal Customers
C113127,478,1,2863.04,1,2,1,4,Lost
C113129,194,1,11376.37,2,2,1,5,Lost
C113133,35,2,26949.42,4,3,2,9,Loyal Customers
C113134,153,1,30944.673,2,2,2,6,Lost
C113135,339,1,20080.587,1,2,2,5,Lost
C113137,18,3,41011.985499999995,5,4,3,12,Loyal Customers
C113140,60,3,60002.2175,4,4,3,11,Loyal Customers
C113145,422,1,16459.496,1,2,1,4,Lost
C113146,29,8,166877.3905,4,5,5,14,Champions
C113148,63,3,37674.17,3,4,3,10,Loyal Customers
C113149,4,6,68552.928,5,5,4,14,Champions
C113152,222,1,3259.3335,2,2,1,5,Lost
C113153,42,12,337097.61699999997,4,5,5,14,Champions
C113155,34,3,47728.149,4,4,3,11,Loyal Customers
C113158,472,1,13919.598,1,2,1,4,Lost
C113159,208,2,21532.628,2,3,2,7,At Risk
C113160,99,1,8087.472000000001,3,2,1,6,Hibernating
C113161,32,10,129608.3055,4,5,5,14,Champions
C113162,119,5,92634.314,3,5,4,12,Loyal Customers
C113163,62,3,89674.0055,4,4,4,12,Champions
C113164,0,1,10693.457999999999,5,2,1,8,New Customers
C113167,9,8,205518.031,5,5,5,15,Champions
C113168,434,3,61418.0755,1,4,3,8,At Risk
C113170,273,3,66482.741,2,4,4,10,Cannot Lose Them
C113174,201,6,117363.02149999999,2,5,5,12,Cannot Lose Them
C113176,47,4,100759.7025,4,4,4,12,Champions
C113177,20,5,118233.54699999999,5,5,5,15,Champions
C113178,34,3,43094.9855,4,4,3,11,Loyal Customers
C113179,45,11,155100.6935,4,5,5,14,Champions
C113181,437,1,2535.0400000000004,1,2,1,4,Lost
C113182,93,6,120019.466,3,5,5,13,Loyal Customers
C113183,111,1,15641.16,3,2,1,6,Hibernating
C113184,92,5,97152.9905,3,5,4,12,Loyal Customers
C113185,180,2,41650.253,2,3,3,8,At Risk
C113187,16,6,107777.754,5,5,5,15,Champions
C113188,87,1,8806.44,3,2,1,6,Hibernating
C113190,194,4,81394.1945,2,4,4,10,Cannot Lose Them
C113192,51,4,56184.7055,4,4,3,11,Loyal Customers
C113193,188,6,136431.926,2,5,5,12,Cannot Lose Them
C113194,10,4,115576.919,5,4,5,14,Champions
C113195,217,4,115935.357,2,4,5,11,Cannot Lose Them
C113197,26,6,183046.6425,4,5,5,14,Champions
C113198,171,2,13589.847,2,3,1,6,At Risk
C113201,347,2,7120.9115,1,3,1,5,At Risk
C113202,245,1,28308.74,2,2,2,6,Lost
C113205,280,2,58427.082,2,3,3,8,At Risk
C113206,30,6,165232.3635,4,5,5,14,Champions
C113207,558,1,43158.100999999995,1,2,3,6,Hibernating
C113209,291,1,4334.15,1,2,1,4,Lost
C113212,5,2,18799.285,5,3,2,10,Loyal Customers
C113213,30,1,3767.733,4,2,1,7,New Customers
C113215,2,5,78803.492,5,5,4,14,Champions
C113217,248,1,554.848,2,2,1,5,Lost
C113218,23,8,131864.2005,4,5,5,14,Champions
C113219,301,2,70284.447,1,3,4,8,At Risk
C113220,279,4,76224.526,2,4,4,10,Cannot Lose Them
C113221,141,3,66590.28600000001,2,4,4,10,Cannot Lose Them
C113222,340,1,3983.3600000000006,1,2,1,4,Lost
C113223,211,2,2579.2195,2,3,1,6,At Risk
C113228,134,2,47421.448,3,3,3,9,Loyal Customers
C113229,3,4,106737.14,5,4,4,13,Champions
C113232,45,6,213608.49300000002,4,5,5,14,Champions
C113233,25,6,109691.71699999999,4,5,5,14,Champions
C113235,87,2,83671.40000000001,3,3,4,10,Loyal Customers
C113236,12,6,107280.289,5,5,4,14,Champions
C113237,561,1,9016.4175,1,2,1,4,Lost
C113238,48,3,58226.695,4,4,3,11,Loyal Customers
C113239,20,4,86431.9585,5,4,4,13,Champions
C113241,368,1,4251.824,1,2,1,4,Lost
C113242,88,5,187268.608,3,5,5,13,Loyal Customers
C113245,50,4,94141.319,4,4,4,12,Champions
C113246,154,2,81153.7905,2,3,4,9,At Risk
C113249,273,5,74654.74100000001,2,5,4,11,Cannot Lose Them
C113251,320,2,42842.3965,1,3,3,7,At Risk
C113252,186,2,36498.8,2,3,2,7,At Risk
C113254,195,1,7284.088000000001,2,2,1,5,Lost
C113255,76,4,55057.636000000006,3,4,3,10,Loyal Customers
C113256,320,2,33183.705500000004,1,3,2,6,At Risk
C113257,63,4,78715.39600000001,3,4,4,11,Loyal Customers
C113258,92,3,46246.490000000005,3,4,3,10,Loyal Customers
C113259,325,1,9972.131,1,2,1,4,Lost
C113260,99,2,39767.353,3,3,3,9,Loyal Customers
C113261,239,2,72750.84999999999,2,3,4,9,At Risk
C113262,58,3,37746.56,4,4,3,11,Loyal Customers
C113263,79,4,24898.085,3,4,2,9,Loyal Customers
C113264,492,2,73269.651,1,3,4,8,At Risk
C113265,78,1,51418.03,3,2,3,8,Potential Loyalists
C113267,67,3,68267.874,3,4,4,11,Loyal Customers
C113269,13,1,32352.69,5,2,2,9,New Customers
C113270,224,1,23765.592,2,2,2,6,Lost
C113271,628,2,63630.6135,1,3,4,8,At Risk
C113272,14,9,184460.377,5,5,5,15,Champions
C113273,317,5,51699.605,1,5,3,9,At Risk
C113274,93,2,44334.78999999999,3,3,3,9,Loyal Customers
C113275,54,2,46643.787,4,3,3,10,Loyal Customers
C113276,263,2,66222.459,2,3,4,9,At Risk
C113277,278,2,66554.47,2,3,4,9,At Risk
C113280,2,10,350028.12799999997,5,5,5,15,Champions
C113281,72,2,41227.380000000005,3,3,3,9,Loyal Customers
C113282,487,1,8627.319,1,2,1,4,Lost
C113283,11,6,114645.289,5,5,5,15,Champions
C113285,132,2,31181.547000000002,3,3,2,8,Loyal Customers
C113286,772,1,16275.488000000001,1,2,1,4,Lost
C113287,729,1,20687.34,1,2,2,5,Lost
C113288,169,3,46077.477,2,4,3,9,At Risk
C113289,612,3,33507.0195,1,4,2,7,At Risk
C113290,88,5,147748.652,3,5,5,13,Loyal Customers
C113291,151,7,156715.0955,2,5,5,12,Cannot Lose Them
C113292,224,1,21188.28,2,2,2,6,Lost
C113294,19,1,33458.24,5,2,2,9,New Customers
C113295,26,2,34701.229,4,3,2,9,Loyal Customers
C113296,225,2,36892.9695,2,3,2,7,At Risk
C113297,32,2,125610.00650000002,4,3,5,12,Loyal Customers
C113298,654,1,1260.0320000000002,1,2,1,4,Lost
C113299,13,5,151024.4475,5,5,5,15,Champions
C113300,131,1,5605.880000000001,3,2,1,6,Hibernating
C113301,20,5,121854.119,5,5,5,15,Champions
C113302,159,7,195127.5745,2,5,5,12,Cannot Lose Them
C113303,193,1,1776.0345,2,2,1,5,Lost
C113305,23,10,187969.1575,4,5,5,14,Champions
C113310,299,1,110273.36,1,2,5,8,Hibernating
C113311,35,2,17832.92,4,3,1,8,Loyal Customers
C113312,119,4,87804.0575,3,4,4,11,Loyal Customers
C113314,140,1,14283.208000000002,2,2,1,5,Lost
C113316,266,1,36080.33,2,2,2,6,Lost
C113317,35,9,160663.25699999998,4,5,5,14,Champions
C113321,186,7,127205.5805,2,5,5,12,Cannot Lose Them
C113322,214,2,79785.61,2,3,4,9,At Risk
C113323,69,3,52004.466,3,4,3,10,Loyal Customers
C113324,24,2,44997.3295,4,3,3,10,Loyal Customers
C113325,20,1,24170.684999999998,5,2,2,9,New Customers
C113327,42,5,74503.1185,4,5,4,13,Champions
C113328,40,5,80784.6215,4,5,4,13,Champions
C113329,88,1,58799.58,3,2,3,8,Potential Loyalists
C113330,704,1,26525.320499999994,1,2,2,5,Lost
C113331,84,2,75684.70999999999,3,3,4,10,Loyal Customers
C113333,177,3,17178.932500000003,2,4,1,7,At Risk
C113337,164,4,134786.9505,2,4,5,11,Cannot Lose Them
C113338,5,1,36386.808000000005,5,2,2,9,New Customers
C113339,545,1,5919.668499999999,1,2,1,4,Lost
C113340,174,4,56341.363,2,4,3,9,At Risk
C113343,270,2,33669.594,2,3,2,7,At Risk
C113345,465,2,78963.48,1,3,4,8,At Risk
C113346,126,5,178673.193,3,5,5,13,Loyal Customers
C113347,37,2,22497.944000000003,4,3,2,9,Loyal Customers
C113348,42,5,146489.047,4,5,5,14,Champions
C113349,44,6,98650.1765,4,5,4,13,Champions
C113351,387,3,69428.8095,1,4,4,9,Cannot Lose Them
C113352,44,3,64350.22,4,4,4,12,Champions
C113354,72,3,29828.066,3,4,2,9,Loyal Customers
C113355,472,3,31611.997499999998,1,4,2,7,At Risk
C113361,321,5,62442.102,1,5,3,9,At Risk
C113363,33,2,35065.3555,4,3,2,9,Loyal Customers
C113364,86,1,1693.59,3,2,1,6,Hibernating
C113365,53,6,158886.842,4,5,5,14,Champions
C113366,18,6,157483.47,5,5,5,15,Champions
C113367,54,6,100889.694,4,5,4,13,Champions
C113368,219,3,71774.16,2,4,4,10,Cannot Lose Them
C113370,220,2,39951.95,2,3,3,8,At Risk
C113371,317,2,15144.754500000001,1,3,1,5,At Risk
C113372,99,6,183261.333,3,5,5,13,Loyal Customers
C113373,96,2,46111.854999999996,3,3,3,9,Loyal Customers
C113374,159,3,96990.382,2,4,4,10,Cannot Lose Them
C113375,51,3,31544.009,4,4,2,10,Loyal Customers
C113376,663,3,72789.918,1,4,4,9,Cannot Lose Them
C113378,515,1,16595.739,1,2,1,4,Lost
C113379,178,1,33664.04,2,2,2,6,Lost
C113380,119,4,123522.1795,3,4,5,12,Loyal Customers
C113381,3,1,17439.376000000004,5,2,1,8,New Customers
C113382,72,1,44391.636,3,2,3,8,Potential Loyalists
C113383,581,2,23732.447,1,3,2,6,At Risk
C113385,204,3,56423.523499999996,2,4,3,9,At Risk
C113386,73,1,80924.57999999999,3,2,4,9,Potential Loyalists
C113387,285,1,14948.784,2,2,1,5,Lost
C113388,205,1,8957.075,2,2,1,5,Lost
C113389,186,4,42235.01,2,4,3,9,At Risk
C113391,8,2,52153.634999999995,5,3,3,11,Loyal Customers
C113393,258,1,46564.479999999996,2,2,3,7,Hibernating
C113395,66,2,20458.188000000002,3,3,2,8,Loyal Customers
C113398,469,2,10760.018,1,3,1,5,At Risk
C113399,161,1,23824.44,2,2,2,6,Lost
C113400,44,4,56512.8635,4,4,3,11,Loyal Customers
C113402,21,5,96779.6045,4,5,4,13,Champions
C113403,49,4,33462.411,4,4,2,10,Loyal Customers
C113404,115,4,51287.744,3,4,3,10,Loyal Customers
C113405,83,2,52168.764,3,3,3,9,Loyal Customers
C113406,67,2,32138.742000000002,3,3,2,8,Loyal Customers
C113407,44,2,40690.741,4,3,3,10,Loyal Customers
C113408,63,1,18514.856,3,2,2,7,Hibernating
C113410,29,9,209757.049,4,5,5,14,Champions
C113414,347,1,24833.718999999997,1,2,2,5,Lost
C113416,111,5,110901.068,3,5,5,13,Loyal Customers
C113417,276,1,18380.43,2,2,2,6,Lost
C113418,16,5,65979.137,5,5,4,14,Champions
C113419,63,3,48777.993,3,4,3,10,Loyal Customers
C113420,44,3,30743.3845,4,4,2,10,Loyal Customers
C113421,2,5,189060.439,5,5,5,15,Champions
C113423,53,7,104186.692,4,5,4,13,Champions
C113424,28,3,57533.585,4,4,3,11,Loyal Customers
C113425,224,4,93997.09049999999,2,4,4,10,Cannot Lose Them
C113426,390,5,75871.029,1,5,4,10,Cannot Lose Them
C113427,57,7,237339.488,4,5,5,14,Champions
C113428,221,1,9034.76,2,2,1,5,Lost
C113430,204,1,17418.778,2,2,1,5,Lost
C113431,264,1,38207.5,2,2,3,7,Hibernating
C113432,6,2,27888.8165,5,3,2,10,Loyal Customers
C113433,104,6,131804.2345,3,5,5,13,Loyal Customers
C113434,107,1,11278.04,3,2,1,6,Hibernating
C113436,184,2,8782.526,2,3,1,6,At Risk
C113438,84,2,23029.752,3,3,2,8,Loyal Customers
C113439,17,5,131760.377,5,5,5,15,Champions
C113440,114,4,86185.00749999999,3,4,4,11,Loyal Customers
C113441,445,1,5408.0824999999995,1,2,1,4,Lost
C113443,40,1,28289.547000000002,4,2,2,8,New Customers
C113444,109,2,30746.040999999997,3,3,2,8,Loyal Customers
